	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
CP101161.1_CP101161.1_2018	CP101161.1	CP101161.1	2018	1976884	1977894	1	C	K00766	anthranilate phosphoribosyltransferase [EC:2.4.2.18]								Glycosyl transferase family, a/b domain [PF00591.24]; Glycosyl transferase family, helical bundle domain [PF02885.20]					0
CP101161.1_CP101161.1_2019	CP101161.1	CP101161.1	2019	1977896	1978519	1	D										N-(5'phosphoribosyl)anthranilate (PRA) isomerase [PF00697.25]					0
CP101161.1_CP101161.1_2020	CP101161.1	CP101161.1	2020	1978516	1980096	1	C	K01657	anthranilate synthase component I [EC:4.1.3.27]	MER0041616	C26	MER0041616 - aminodeoxychorismate synthase, subunit II (Thermus thermophilus) [C26.955]#C26#{peptidase unit: 338-632}~source YP_004230-1~	False	0.394	72.0	1.634e-11	chorismate binding enzyme [PF00425.21]; Anthranilate synthase component I, N terminal region [PF04715.16]					0
CP101161.1_CP101161.1_2021	CP101161.1	CP101161.1	2021	1980093	1980683	1	C	K01658	anthranilate synthase component II [EC:4.1.3.27]	MER0439017	C26	MER0439017 - TRP3 protein (Halobiforma lacisalsi) [C26.959]#C26#{peptidase unit: 20-211}~source ZP_09949929~	False	0.802	313.0	3.067e-96	Glutamine amidotransferase class-I [PF00117.31]; Peptidase C26 [PF07722.16]					0
CP101161.1_CP101161.1_2022	CP101161.1	CP101161.1	2022	1980759	1980959	-1	E															0
CP101161.1_CP101161.1_2023	CP101161.1	CP101161.1	2023	1981375	1984518	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]					0
CP101161.1_CP101161.1_2024	CP101161.1	CP101161.1	2024	1984520	1985974	-1	D										Oxidoreductase molybdopterin binding domain [PF00174.22]; Mo-co oxidoreductase dimerisation domain [PF03404.19]					0
CP101161.1_CP101161.1_2025	CP101161.1	CP101161.1	2025	1986049	1986189	1	E															0
CP101161.1_CP101161.1_2026	CP101161.1	CP101161.1	2026	1986179	1986844	-1	D										SNARE associated Golgi protein [PF09335.14]					0
CP101161.1_CP101161.1_2027	CP101161.1	CP101161.1	2027	1986945	1987280	1	D										Family of unknown function (DUF5830) [PF19148.3]					0
CP101161.1_CP101161.1_2028	CP101161.1	CP101161.1	2028	1987289	1988230	-1	E															0
CP101161.1_CP101161.1_2029	CP101161.1	CP101161.1	2029	1988513	1988680	1	E															0
CP101161.1_CP101161.1_2030	CP101161.1	CP101161.1	2030	1988718	1989131	1	C	K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]								Thioesterase-like superfamily [PF13279.9]					0
CP101161.1_CP101161.1_2031	CP101161.1	CP101161.1	2031	1989118	1989717	-1	E															0
CP101161.1_CP101161.1_2032	CP101161.1	CP101161.1	2032	1989806	1990219	1	E															0
CP101161.1_CP101161.1_2033	CP101161.1	CP101161.1	2033	1990203	1991246	-1	C	K01297	muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	MER1086377	S66	MER1086377 - family S66 unassigned peptidases (Haladaptatus paucihalophilus) [S66.UPW]#S66#{peptidase unit: 18-349}~source E7QX60~	False	0.549	333.0	1.686e-100	LD-carboxypeptidase N-terminal domain [PF02016.18]; LD-carboxypeptidase C-terminal domain [PF17676.4]					0
CP101161.1_CP101161.1_2034	CP101161.1	CP101161.1	2034	1991291	1991518	-1	E															0
CP101161.1_CP101161.1_2035	CP101161.1	CP101161.1	2035	1991571	1991990	1	E															0
CP101161.1_CP101161.1_2036	CP101161.1	CP101161.1	2036	1992027	1992275	1	E															0
CP101161.1_CP101161.1_2037	CP101161.1	CP101161.1	2037	1992450	1992716	1	E															0
CP101161.1_CP101161.1_2038	CP101161.1	CP101161.1	2038	1992748	1993728	1	C	K23107	1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]								Aldo/keto reductase family [PF00248.24]					0
CP101161.1_CP101161.1_2039	CP101161.1	CP101161.1	2039	1993720	1994700	-1	C	K24131	protease PrsW [EC:3.4.-.-]	MER0279216	M82	MER0279216 - PrsW peptidase (Halomicrobium mukohataei) [M82.001]#M82#{peptidase unit: 86-293}~source ACV49262~	False	0.601	247.0	3.48e-71	PrsW family intramembrane metalloprotease [PF13367.9]					0
CP101161.1_CP101161.1_2040	CP101161.1	CP101161.1	2040	1994733	1995725	-1	C	K07027	glycosyltransferase 2 family protein								Lysylphosphatidylglycerol synthase TM region [PF03706.16]					0
CP101161.1_CP101161.1_2041	CP101161.1	CP101161.1	2041	1995754	1996698	-1	E															0
CP101161.1_CP101161.1_2042	CP101161.1	CP101161.1	2042	1996744	1997232	-1	D										CBS domain [PF00571.31]					0
CP101161.1_CP101161.1_2043	CP101161.1	CP101161.1	2043	1997334	1997963	1	E															0
CP101161.1_CP101161.1_2044	CP101161.1	CP101161.1	2044	1997964	1998515	-1	D										SprT-like family [PF10263.12]					0
CP101161.1_CP101161.1_2045	CP101161.1	CP101161.1	2045	1998555	1999010	-1	D										MaoC like domain [PF01575.22]; N-terminal half of MaoC dehydratase [PF13452.9]					0
CP101161.1_CP101161.1_2046	CP101161.1	CP101161.1	2046	1999062	2000405	-1	C	K02492	glutamyl-tRNA reductase [EC:1.2.1.70]								Glutamyl-tRNAGlu reductase, N-terminal domain [PF05201.18]; Shikimate / quinate 5-dehydrogenase [PF01488.23]; Glutamyl-tRNAGlu reductase, dimerisation domain [PF00745.23]					0
CP101161.1_CP101161.1_2047	CP101161.1	CP101161.1	2047	2000402	2001049	-1	C	K24866	precorrin-2 dehydrogenase [EC:1.3.1.76]								Putative NAD(P)-binding [PF13241.9]; Sirohaem biosynthesis protein central [PF14824.9]					0
CP101161.1_CP101161.1_2048	CP101161.1	CP101161.1	2048	2001287	2002360	-1	C	K22225	siroheme decarboxylase [EC:4.1.1.111]								AsnC-like ligand binding domain [PF17805.4]					0
CP101161.1_CP101161.1_2049	CP101161.1	CP101161.1	2049	2002413	2002820	-1	D										Family of unknown function (DUF5778) [PF19090.3]					0
CP101161.1_CP101161.1_2050	CP101161.1	CP101161.1	2050	2002936	2003130	-1	C	K03704	cold shock protein								'Cold-shock' DNA-binding domain [PF00313.25]					0
CP101161.1_CP101161.1_2051	CP101161.1	CP101161.1	2051	2003203	2004126	1	C	K15888	tritrans,polycis-undecaprenyl-diphosphate synthase [geranylgeranyl-diphosphate specific] [EC:2.5.1.89]								Putative undecaprenyl diphosphate synthase [PF01255.22]					0
CP101161.1_CP101161.1_2052	CP101161.1	CP101161.1	2052	2004199	2004867	1	D										Protein of unknown function (DUF998) [PF06197.16]					0
CP101161.1_CP101161.1_2053	CP101161.1	CP101161.1	2053	2004889	2005497	-1	D										Putative undecaprenyl diphosphate synthase [PF01255.22]					0
CP101161.1_CP101161.1_2054	CP101161.1	CP101161.1	2054	2005597	2006991	1	D										Integral membrane protein DUF92 [PF01940.19]					0
CP101161.1_CP101161.1_2055	CP101161.1	CP101161.1	2055	2006988	2007425	1	D										Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13508.10]; Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) domain [PF13420.10]					0
CP101161.1_CP101161.1_2056	CP101161.1	CP101161.1	2056	2007405	2008742	-1	C	K02316	DNA primase [EC:2.7.7.101]													0
CP101161.1_CP101161.1_2057	CP101161.1	CP101161.1	2057	2008895	2009260	1	D										Putative tRNA binding domain [PF01588.23]					0
CP101161.1_CP101161.1_2058	CP101161.1	CP101161.1	2058	2009355	2009639	1	D										Protein of unknown function (DUF3311) [PF11755.11]					0
CP101161.1_CP101161.1_2059	CP101161.1	CP101161.1	2059	2009770	2011230	1	D										Sodium:solute symporter family [PF00474.20]					0
CP101161.1_CP101161.1_2060	CP101161.1	CP101161.1	2060	2011324	2012244	1	C	K01990	ABC-2 type transport system ATP-binding protein								ABC transporter [PF00005.30]; AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.9]					0
CP101161.1_CP101161.1_2061	CP101161.1	CP101161.1	2061	2012241	2013089	1	C	K01992	ABC-2 type transport system permease protein								ABC-2 family transporter protein [PF12679.10]					0
CP101161.1_CP101161.1_2062	CP101161.1	CP101161.1	2062	2013141	2014040	1	D										Family of unknown function (DUF6293) [PF19810.2]					0
CP101161.1_CP101161.1_2063	CP101161.1	CP101161.1	2063	2014264	2016882	1	C	K01873	valyl-tRNA synthetase [EC:6.1.1.9]								tRNA synthetases class I (I, L, M and V) [PF00133.25]; Anticodon-binding domain of tRNA ligase [PF08264.16]; tRNA synthetases class I (M) [PF09334.14]; Leucyl-tRNA synthetase, Domain 2 [PF13603.9]; tRNA synthetases class I (C) catalytic domain [PF01406.22]; tRNA synthetases class I (K) [PF01921.21]					0
CP101161.1_CP101161.1_2064	CP101161.1	CP101161.1	2064	2016904	2017635	-1	D										Protein of unknown function (DUF1405) [PF07187.14]					0
CP101161.1_CP101161.1_2065	CP101161.1	CP101161.1	2065	2017732	2018637	1	C	K06215	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]								SOR/SNZ family [PF01680.20]; Thiazole biosynthesis protein ThiG [PF05690.17]; Dihydrouridine synthase (Dus) [PF01207.20]					0
CP101161.1_CP101161.1_2066	CP101161.1	CP101161.1	2066	2018695	2019195	-1	D										Family of unknown function (DUF5813) [PF19130.3]					0
CP101161.1_CP101161.1_2067	CP101161.1	CP101161.1	2067	2019755	2020150	-1	E															0
CP101161.1_CP101161.1_2068	CP101161.1	CP101161.1	2068	2020116	2021279	-1	E															0
CP101161.1_CP101161.1_2069	CP101161.1	CP101161.1	2069	2021279	2022496	-1	D										TrkA-C domain [PF02080.24]					0
CP101161.1_CP101161.1_2070	CP101161.1	CP101161.1	2070	2022568	2023764	1	D										TrkA-N domain [PF02254.21]; Ion channel [PF07885.19]					0
CP101161.1_CP101161.1_2071	CP101161.1	CP101161.1	2071	2023769	2024764	-1	D										PhoU domain [PF01895.22]					0
CP101161.1_CP101161.1_2072	CP101161.1	CP101161.1	2072	2025114	2026127	1	C	K02040	phosphate transport system substrate-binding protein								PBP superfamily domain [PF12849.10]					0
CP101161.1_CP101161.1_2073	CP101161.1	CP101161.1	2073	2026176	2027159	1	C	K02037	phosphate transport system permease protein													0
CP101161.1_CP101161.1_2074	CP101161.1	CP101161.1	2074	2027156	2028868	1	C	K02038	phosphate transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]					0
CP101161.1_CP101161.1_2075	CP101161.1	CP101161.1	2075	2028871	2029740	1	C	K02036	phosphate transport system ATP-binding protein [EC:7.3.2.1]								ABC transporter [PF00005.30]; RecF/RecN/SMC N terminal domain [PF02463.22]					0
CP101161.1_CP101161.1_2076	CP101161.1	CP101161.1	2076	2029917	2030597	1	C	K02039	phosphate transport system protein								PhoU domain [PF01895.22]					0
CP101161.1_CP101161.1_2077	CP101161.1	CP101161.1	2077	2030633	2031007	-1	C	K02995	small subunit ribosomal protein S8e								Ribosomal protein S8e [PF01201.25]					0
CP101161.1_CP101161.1_2078	CP101161.1	CP101161.1	2078	2031097	2031537	1	D										Uncharacterized protein conserved in archaea (DUF2240) [PF09999.12]					0
CP101161.1_CP101161.1_2079	CP101161.1	CP101161.1	2079	2031537	2031941	1	E															0
CP101161.1_CP101161.1_2080	CP101161.1	CP101161.1	2080	2031968	2032624	-1	C	K07025	putative hydrolase of the HAD superfamily								Haloacid dehalogenase-like hydrolase [PF13419.9]; haloacid dehalogenase-like hydrolase [PF00702.29]; HAD-hyrolase-like [PF13242.9]					0
CP101161.1_CP101161.1_2081	CP101161.1	CP101161.1	2081	2032705	2033505	1	C	K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]								Orotidine 5'-phosphate decarboxylase / HUMPS family [PF00215.27]					0
CP101161.1_CP101161.1_2082	CP101161.1	CP101161.1	2082	2033502	2033678	-1	E															0
CP101161.1_CP101161.1_2083	CP101161.1	CP101161.1	2083	2033736	2034347	1	D										DnaJ domain [PF00226.34]					0
CP101161.1_CP101161.1_2084	CP101161.1	CP101161.1	2084	2034344	2035195	-1	D										Metallo-beta-lactamase superfamily [PF00753.30]; Beta-lactamase superfamily domain [PF12706.10]					0
CP101161.1_CP101161.1_2085	CP101161.1	CP101161.1	2085	2035249	2035971	1	C	K22223	phosphoglycolate phosphatase [EC:3.1.3.18]								haloacid dehalogenase-like hydrolase [PF08282.15]; Sucrose-6F-phosphate phosphohydrolase [PF05116.16]					0
CP101161.1_CP101161.1_2086	CP101161.1	CP101161.1	2086	2036020	2036904	1	E															0
CP101161.1_CP101161.1_2087	CP101161.1	CP101161.1	2087	2037011	2038612	1	D										Elongation factor Tu GTP binding domain [PF00009.30]; Elongation factor Tu C-terminal domain [PF03143.20]; Elongation factor Tu domain 2 [PF03144.28]					0
CP101161.1_CP101161.1_2088	CP101161.1	CP101161.1	2088	2038659	2038862	1	E															0
CP101161.1_CP101161.1_2089	CP101161.1	CP101161.1	2089	2038948	2041299	-1	D										Pentapeptide repeats (9 copies) [PF13576.9]; Pentapeptide repeats (9 copies) [PF13599.9]; Ion channel [PF07885.19]					0
CP101161.1_CP101161.1_2090	CP101161.1	CP101161.1	2090	2041400	2041792	1	D										Mannose-6-phosphate isomerase [PF01050.21]; Cupin [PF00190.25]					0
CP101161.1_CP101161.1_2091	CP101161.1	CP101161.1	2091	2041877	2042296	-1	E															0
CP101161.1_CP101161.1_2092	CP101161.1	CP101161.1	2092	2042693	2043289	1	C	K21908	membrane protein HdeD													0
CP101161.1_CP101161.1_2093	CP101161.1	CP101161.1	2093	2043413	2044687	1	D										AI-2E family transporter [PF01594.19]					0
CP101161.1_CP101161.1_2094	CP101161.1	CP101161.1	2094	2044747	2045691	1	C	K03799	heat shock protein HtpX [EC:3.4.24.-]	MER0349327	M48B	MER0349327 - subfamily M48B unassigned peptidases (Haloferax mediterranei) [M48.UPB]#M48B#{peptidase unit: 4-298}~source YP_006350556~	False	0.433	227.0	2.568e-64	Peptidase family M48 [PF01435.21]					0
CP101161.1_CP101161.1_2095	CP101161.1	CP101161.1	2095	2045826	2046491	-1	C	K07025	putative hydrolase of the HAD superfamily								Haloacid dehalogenase-like hydrolase [PF13419.9]; haloacid dehalogenase-like hydrolase [PF00702.29]; HAD-hyrolase-like [PF13242.9]					0
CP101161.1_CP101161.1_2096	CP101161.1	CP101161.1	2096	2046516	2046998	-1	E															0
CP101161.1_CP101161.1_2097	CP101161.1	CP101161.1	2097	2046995	2047927	-1	C	K01499	methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27]								Cyclohydrolase (MCH) [PF02289.19]					0
CP101161.1_CP101161.1_2098	CP101161.1	CP101161.1	2098	2047967	2048509	-1	E															0
CP101161.1_CP101161.1_2099	CP101161.1	CP101161.1	2099	2048563	2048874	-1	D										Thiamine-binding protein [PF01910.20]					0
CP101161.1_CP101161.1_2100	CP101161.1	CP101161.1	2100	2048978	2049814	1	D			MER0209136	S33	MER0209136 - family S33 non-peptidase homologues (Congregibacter litoralis) [S33.UNW]#S33#{peptidase unit: 24-291}~source ZP_01103351~	False	0.388	179.0	1.8099999999999997e-48	alpha/beta hydrolase fold [PF00561.23]; Serine aminopeptidase, S33 [PF12146.11]; Alpha/beta hydrolase family [PF12697.10]					0
CP101161.1_CP101161.1_2101	CP101161.1	CP101161.1	2101	2049920	2050957	1	C	K07058	membrane protein								Virulence factor BrkB [PF03631.18]					0
CP101161.1_CP101161.1_2102	CP101161.1	CP101161.1	2102	2050958	2051671	-1	E															0
CP101161.1_CP101161.1_2103	CP101161.1	CP101161.1	2103	2051757	2051948	-1	E															0
CP101161.1_CP101161.1_2104	CP101161.1	CP101161.1	2104	2051976	2052542	-1	C	K07038	inner membrane protein								LexA-binding, inner membrane-associated putative hydrolase [PF04307.17]					0
CP101161.1_CP101161.1_2105	CP101161.1	CP101161.1	2105	2052900	2053769	1	C	K09142	methyltransferase [EC:2.1.1.-]								Putative RNA methyltransferase [PF02598.20]					0
CP101161.1_CP101161.1_2106	CP101161.1	CP101161.1	2106	2053810	2054784	1	C	K02906	large subunit ribosomal protein L3								Ribosomal protein L3 [PF00297.25]					0
CP101161.1_CP101161.1_2107	CP101161.1	CP101161.1	2107	2054788	2055534	1	C	K02930	large subunit ribosomal protein L4e								Ribosomal protein L4/L1 family [PF00573.25]					0
CP101161.1_CP101161.1_2108	CP101161.1	CP101161.1	2108	2055531	2055779	1	D										Ribosomal protein L23 [PF00276.23]					0
CP101161.1_CP101161.1_2109	CP101161.1	CP101161.1	2109	2055782	2056519	1	C	K02886	large subunit ribosomal protein L2								Ribosomal Proteins L2, C-terminal domain [PF03947.21]; Ribosomal Proteins L2, RNA binding domain [PF00181.26]					0
CP101161.1_CP101161.1_2110	CP101161.1	CP101161.1	2110	2056516	2056938	1	D										Ribosomal protein S19 [PF00203.24]					0
CP101161.1_CP101161.1_2111	CP101161.1	CP101161.1	2111	2056940	2057401	1	D										Ribosomal protein L22p/L17e [PF00237.22]					0
CP101161.1_CP101161.1_2112	CP101161.1	CP101161.1	2112	2057401	2058399	1	C	K02982	small subunit ribosomal protein S3								Ribosomal protein S3, C-terminal domain [PF00189.23]; KH domain [PF07650.20]					0
CP101161.1_CP101161.1_2113	CP101161.1	CP101161.1	2113	2058399	2058656	1	C	K02904	large subunit ribosomal protein L29								Ribosomal L29 protein [PF00831.26]					0
CP101161.1_CP101161.1_2114	CP101161.1	CP101161.1	2114	2058659	2058937	1	C	K03538	ribonuclease P protein subunit POP4 [EC:3.1.26.5]								Ribonuclease P/MRP, subunit p29 [PF01868.19]					0
CP101161.1_CP101161.1_2115	CP101161.1	CP101161.1	2115	2058928	2059254	1	C	K02961	small subunit ribosomal protein S17								Ribosomal protein S17 [PF00366.23]					0
CP101161.1_CP101161.1_2116	CP101161.1	CP101161.1	2116	2059254	2059652	1	C	K02874	large subunit ribosomal protein L14								Ribosomal protein L14p/L23e [PF00238.22]					0
CP101161.1_CP101161.1_2117	CP101161.1	CP101161.1	2117	2059655	2060008	1	D										Ribosomal proteins L26 eukaryotic, L24P archaeal [PF16906.8]					0
CP101161.1_CP101161.1_2118	CP101161.1	CP101161.1	2118	2060005	2060706	1	C	K02987	small subunit ribosomal protein S4e								Ribosomal family S4e [PF00900.23]; RS4NT (NUC023) domain [PF08071.15]					0
CP101161.1_CP101161.1_2119	CP101161.1	CP101161.1	2119	2060693	2061229	1	C	K02931	large subunit ribosomal protein L5								ribosomal L5P family C-terminus [PF00673.24]; Ribosomal protein L5 [PF00281.22]					0
CP101161.1_CP101161.1_2120	CP101161.1	CP101161.1	2120	2061226	2061402	1	C	K02954	small subunit ribosomal protein S14								Ribosomal protein S14p/S29e [PF00253.24]					0
CP101161.1_CP101161.1_2121	CP101161.1	CP101161.1	2121	2061405	2061797	1	C	K02994	small subunit ribosomal protein S8								Ribosomal protein S8 [PF00410.22]					0
CP101161.1_CP101161.1_2122	CP101161.1	CP101161.1	2122	2061800	2062333	1	C	K02933	large subunit ribosomal protein L6								Ribosomal protein L6 [PF00347.26]					0
CP101161.1_CP101161.1_2123	CP101161.1	CP101161.1	2123	2062333	2063139	1	C	K02912	large subunit ribosomal protein L32e								Ribosomal protein L32 [PF01655.21]; Helix-hairpin-helix domain [PF14520.9]					0
CP101161.1_CP101161.1_2124	CP101161.1	CP101161.1	2124	2063136	2063576	1	C	K02885	large subunit ribosomal protein L19e								Ribosomal protein L19e [PF01280.23]					0
CP101161.1_CP101161.1_2125	CP101161.1	CP101161.1	2125	2063579	2064136	1	C	K02881	large subunit ribosomal protein L18								Ribosomal large subunit proteins 60S L5, and 50S L18 [PF17144.7]; Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast [PF00861.25]					0
CP101161.1_CP101161.1_2126	CP101161.1	CP101161.1	2126	2064129	2064764	1	C	K02988	small subunit ribosomal protein S5								Ribosomal protein S5, C-terminal domain [PF03719.18]; Ribosomal protein S5, N-terminal domain [PF00333.23]					0
CP101161.1_CP101161.1_2127	CP101161.1	CP101161.1	2127	2064764	2065228	1	D										Ribosomal protein L30p/L7e [PF00327.23]					0
CP101161.1_CP101161.1_2128	CP101161.1	CP101161.1	2128	2065228	2065722	1	C	K02876	large subunit ribosomal protein L15								Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A [PF00828.22]					0
CP101161.1_CP101161.1_2129	CP101161.1	CP101161.1	2129	2065722	2067233	1	C	K03076	preprotein translocase subunit SecY								SecY [PF00344.23]					0
