gene_id	gene_length	DB	annotation	hit_start	hit_end	evalue	contig	orf
CP100355.1_412	267	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	3	92	1.27e-10	CP100355.1	412
CP100355.1_2705	102	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	22	76	2.53e-07	CP100355.1	2705
CP100355.1_292	433	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	357	402	1.52e-08	CP100355.1	292
CP100355.1_883	221	Pfam	HTH DNA binding domain	157	206	2.8e-09	CP100355.1	883
CP100355.1_208	361	PANTHER	DNA PRIMASE LARGE SUBUNIT	20	315	3.3e-23	CP100355.1	208
CP100355.1_208	361	Pfam	Eukaryotic and archaeal DNA primase, large subunit	140	328	6.4e-34	CP100355.1	208
CP100355.1_2217	238	SUPERFAMILY	lambda repressor-like DNA-binding domains	24	77	9.65e-10	CP100355.1	2217
CP100355.1_2012	941	Pfam	DEAD/DEAH box helicase	29	195	2.1e-29	CP100355.1	2012
CP100355.1_2012	941	PANTHER	ATP-DEPENDENT HELICASE LHR-RELATED-RELATED	8	778	0	CP100355.1	2012
CP100355.1_2012	941	Pfam	Helicase conserved C-terminal domain	256	353	1.9e-21	CP100355.1	2012
CP100355.1_121	1187	Pfam	HTH DNA binding domain	1123	1174	9.1e-17	CP100355.1	121
CP100355.1_2467	451	NCBIfam	DNA repair protein NreA	1	447	0	CP100355.1	2467
CP100355.1_2467	451	PANTHER	DNA REPAIR PROTEIN	17	396	8.7e-127	CP100355.1	2467
CP100355.1_2382	197	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	3	60	9.56e-15	CP100355.1	2382
CP100355.1_1151	442	NCBIfam	RNA-guided endonuclease TnpB family protein	15	384	1.4e-43	CP100355.1	1151
CP100355.1_1151	442	Pfam	Putative transposase DNA-binding domain	319	386	2.2e-18	CP100355.1	1151
CP100355.1_1298	462	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	235	317	1.17e-07	CP100355.1	1298
CP100355.1_40	190	NCBIfam	DNA-directed RNA polymerase	1	179	1.5e-56	CP100355.1	40
CP100355.1_40	190	PANTHER	DNA-DIRECTED RNA POLYMERASE II, III	1	150	6.4e-19	CP100355.1	40
CP100355.1_288	793	Pfam	Helicase conserved C-terminal domain	244	387	2.9e-06	CP100355.1	288
CP100355.1_288	793	PANTHER	DNA POLYMERASE THETA, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G05260)-RELATED	8	730	0	CP100355.1	288
CP100355.1_288	793	Pfam	DEAD/DEAH box helicase	27	183	1.8e-21	CP100355.1	288
CP100355.1_288	793	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	418	536	2.2e-15	CP100355.1	288
CP100355.1_2097	257	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	84	1.83e-13	CP100355.1	2097
CP100355.1_1464	229	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	3	64	1.17e-14	CP100355.1	1464
CP100355.1_1464	229	Pfam	Iron dependent repressor, N-terminal DNA binding domain	2	62	3.9e-20	CP100355.1	1464
CP100355.1_1462	303	Pfam	HhH-GPD superfamily base excision DNA repair protein	129	279	1.2e-14	CP100355.1	1462
CP100355.1_814	519	FunFam	ORC1-type DNA replication protein	407	507	1.2e-41	CP100355.1	814
CP100355.1_814	519	NCBIfam	orc1/cdc6 family replication initiation protein	222	486	1.8e-104	CP100355.1	814
CP100355.1_814	519	SMART	Cdc6_C_2	415	497	1.2e-33	CP100355.1	814
CP100355.1_814	519	FunFam	ORC1-type DNA replication protein	306	398	2.4e-31	CP100355.1	814
CP100355.1_814	519	CDD	Cdc6_C	408	493	9.87121e-32	CP100355.1	814
CP100355.1_814	519	Pfam	CDC6, C terminal winged helix domain	415	494	2.7e-23	CP100355.1	814
CP100355.1_814	519	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	399	506	2e-30	CP100355.1	814
CP100355.1_3250	119	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	93	7.14e-10	CP100355.1	3250
CP100355.1_3542	367	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	3	91	3.48e-06	CP100355.1	3542
CP100355.1_2640	408	CDD	Cdc6_C	296	380	2.4251e-19	CP100355.1	2640
CP100355.1_2640	408	SMART	Cdc6_C_2	303	386	1e-17	CP100355.1	2640
CP100355.1_2640	408	FunFam	ORC1-type DNA replication protein	194	286	5.2e-23	CP100355.1	2640
CP100355.1_2640	408	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	290	385	7.48e-17	CP100355.1	2640
CP100355.1_2640	408	Pfam	CDC6, C terminal winged helix domain	303	380	2.1e-19	CP100355.1	2640
CP100355.1_2640	408	NCBIfam	orc1/cdc6 family replication initiation protein	10	375	1.4e-127	CP100355.1	2640
CP100355.1_1131	153	NCBIfam	RNA-guided endonuclease TnpB family protein	2	114	1.6e-34	CP100355.1	1131
CP100355.1_1131	153	Pfam	Putative transposase DNA-binding domain	44	114	3.9e-24	CP100355.1	1131
CP100355.1_1269	1216	PANTHER	HELICASE MJ1565-RELATED	650	755	9.7e-10	CP100355.1	1269
CP100355.1_2792	64	Pfam	'Cold-shock' DNA-binding domain	3	63	2.9e-18	CP100355.1	2792
CP100355.1_639	208	Gene3D	Jelly Rolls	12	138	1.6e-20	CP100355.1	639
CP100355.1_489	219	Pfam	HTH DNA binding domain	156	208	1.2e-18	CP100355.1	489
CP100355.1_489	219	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	155	208	1.26e-06	CP100355.1	489
CP100355.1_1728	235	PANTHER	60S RIBOSOMAL PROTEIN L32 AND DNA-DIRECTED RNA POLYMERASE II, SUBUNIT N	120	228	8.2e-26	CP100355.1	1728
CP100355.1_1494	322	SUPERFAMILY	lambda repressor-like DNA-binding domains	129	183	9.29e-09	CP100355.1	1494
CP100355.1_2063	218	Pfam	HTH DNA binding domain	159	211	1e-20	CP100355.1	2063
CP100355.1_3262	766	Gene3D	Palm domain of DNA polymerase	340	538	2.7e-48	CP100355.1	3262
CP100355.1_3262	766	SUPERFAMILY	DNA/RNA polymerases	299	746	5.56e-68	CP100355.1	3262
CP100355.1_3262	766	PANTHER	DNA POLYMERASE CATALYTIC SUBUNIT	332	729	4.3e-45	CP100355.1	3262
CP100355.1_3262	766	Pfam	DNA polymerase family B	334	494	5.9e-17	CP100355.1	3262
CP100355.1_3262	766	Pfam	DNA polymerase family B	574	735	6.9e-07	CP100355.1	3262
CP100355.1_2713	1032	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	872	921	2.87e-06	CP100355.1	2713
CP100355.1_3697	449	NCBIfam	DNA double-strand break repair protein Mre11	1	364	0	CP100355.1	3697
CP100355.1_509	245	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	184	243	5.04e-08	CP100355.1	509
CP100355.1_1844	273	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	8	103	5.77e-08	CP100355.1	1844
CP100355.1_3276	189	Pfam	HTH DNA binding domain	162	186	5.8e-07	CP100355.1	3276
CP100355.1_2902	219	Pfam	HTH DNA binding domain	156	207	3.4e-14	CP100355.1	2902
CP100355.1_3112	44	SUPERFAMILY	RNA polymerase subunits	1	42	1.28e-13	CP100355.1	3112
CP100355.1_3112	44	Gene3D	RNA polymerase ii, chain L	1	43	5.6e-14	CP100355.1	3112
CP100355.1_3112	44	Pfam	DNA directed RNA polymerase, 7 kDa subunit	3	34	7.8e-09	CP100355.1	3112
CP100355.1_1068	524	PANTHER	DNA-DIRECTED RNA POLYMERASE I SUBUNIT 2	13	507	4.8e-97	CP100355.1	1068
CP100355.1_1068	524	Gene3D	RNA polymerase Rpb2, domain 2	183	341	1.4e-38	CP100355.1	1068
CP100355.1_1068	524	Pfam	RNA polymerase Rpb2, domain 2	177	355	2.7e-26	CP100355.1	1068
CP100355.1_1068	524	Pfam	RNA polymerase beta subunit	21	402	4.8e-50	CP100355.1	1068
CP100355.1_1068	524	Pfam	RNA polymerase Rpb2, domain 3	423	484	1.4e-24	CP100355.1	1068
CP100355.1_1068	524	SUPERFAMILY	beta and beta-prime subunits of DNA dependent RNA-polymerase	12	513	1.4e-121	CP100355.1	1068
CP100355.1_2917	352	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	7	101	3.77e-12	CP100355.1	2917
CP100355.1_251	513	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	3	93	5.13e-09	CP100355.1	251
CP100355.1_1065	701	Pfam	HTH DNA binding domain	641	693	1.9e-18	CP100355.1	1065
CP100355.1_445	160	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	65	3.37e-16	CP100355.1	445
CP100355.1_3172	215	Pfam	HTH DNA binding domain	151	202	2.4e-17	CP100355.1	3172
CP100355.1_1332	843	Gene3D	hef helicase domain	225	347	2.8e-33	CP100355.1	1332
CP100355.1_1332	843	Pfam	DEAD/DEAH box helicase	36	162	2.2e-12	CP100355.1	1332
CP100355.1_1332	843	SUPERFAMILY	Restriction endonuclease-like	617	749	2.44e-29	CP100355.1	1332
CP100355.1_1332	843	Pfam	Helicase conserved C-terminal domain	367	472	5.4e-22	CP100355.1	1332
CP100355.1_3316	199	Pfam	HhH-GPD superfamily base excision DNA repair protein	42	183	5.7e-12	CP100355.1	3316
CP100355.1_2822	583	Gene3D	DNA polymerase, thumb domain	262	337	5.9e-24	CP100355.1	2822
CP100355.1_2822	583	SUPERFAMILY	DNA polymerase beta, N-terminal domain-like	3	87	3.14e-15	CP100355.1	2822
CP100355.1_2822	583	Pfam	DNA polymerase beta thumb	255	327	4.8e-21	CP100355.1	2822
CP100355.1_2822	583	PRINTS	DNA-polymerase family X pol beta-like signature	61	78	4.2e-09	CP100355.1	2822
CP100355.1_2822	583	PRINTS	DNA-polymerase family X pol beta-like signature	186	205	4.2e-09	CP100355.1	2822
CP100355.1_2822	583	PRINTS	DNA-polymerase family X pol beta-like signature	309	326	4.2e-09	CP100355.1	2822
CP100355.1_2822	583	Gene3D	Beta Polymerase, domain 2	158	261	3.3e-28	CP100355.1	2822
CP100355.1_2003	314	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	58	1.91e-09	CP100355.1	2003
CP100355.1_1367	418	NCBIfam	RNA-guided endonuclease TnpB family protein	10	374	8.5e-47	CP100355.1	1367
CP100355.1_1367	418	Pfam	Putative transposase DNA-binding domain	306	375	5.1e-20	CP100355.1	1367
CP100355.1_2846	133	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	27	129	3.12e-26	CP100355.1	2846
CP100355.1_3545	325	NCBIfam	flap endonuclease-1	1	325	3e-116	CP100355.1	3545
CP100355.1_3545	325	PANTHER	FLAP ENDONUCLEASE FAMILY MEMBER	13	302	1.4e-47	CP100355.1	3545
CP100355.1_1766	1102	Pfam	HTH DNA binding domain	1037	1088	7.4e-18	CP100355.1	1766
CP100355.1_1177	224	Pfam	HNH endonuclease	112	161	4.1e-09	CP100355.1	1177
CP100355.1_3423	124	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	21	100	3.93e-08	CP100355.1	3423
CP100355.1_1463	177	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	134	1.43e-14	CP100355.1	1463
CP100355.1_3339	158	Pfam	6-O-methylguanine DNA methyltransferase, DNA binding domain	81	138	3e-06	CP100355.1	3339
CP100355.1_1771	438	NCBIfam	RNA-guided endonuclease TnpB family protein	7	390	2.9e-56	CP100355.1	1771
CP100355.1_1771	438	Pfam	Putative transposase DNA-binding domain	323	390	1.8e-17	CP100355.1	1771
CP100355.1_2228	221	Pfam	HTH DNA binding domain	166	217	1.8e-20	CP100355.1	2228
CP100355.1_2344	256	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	12	80	5.17e-11	CP100355.1	2344
CP100355.1_740	309	FunFam	Replication protein A	68	168	4.7e-35	CP100355.1	740
CP100355.1_512	334	Pfam	Replication factor C C-terminal domain	248	328	1.5e-09	CP100355.1	512
CP100355.1_512	334	Pfam	DNA polymerase III, delta subunit	36	177	7.2e-13	CP100355.1	512
CP100355.1_512	334	PANTHER	REPLICATION FACTOR C / DNA POLYMERASE III GAMMA-TAU SUBUNIT	6	298	3.7e-46	CP100355.1	512
CP100355.1_3006	129	SUPERFAMILY	RBP11-like subunits of RNA polymerase	32	128	2.62e-19	CP100355.1	3006
CP100355.1_3006	129	PANTHER	DNA-DIRECTED RNA POLYMERASE I,II,III	31	128	4.5e-09	CP100355.1	3006
CP100355.1_3006	129	Pfam	RNA polymerase Rpb3/Rpb11 dimerisation domain	47	122	6.6e-16	CP100355.1	3006
CP100355.1_3441	261	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	18	77	3.5e-10	CP100355.1	3441
CP100355.1_4	341	NCBIfam	orc1/cdc6 family replication initiation protein	3	327	5.8e-58	CP100355.1	4
CP100355.1_3561	1392	Pfam	HTH DNA binding domain	1329	1380	4.2e-21	CP100355.1	3561
CP100355.1_3058	128	Gene3D	Jelly Rolls	11	117	1.1e-19	CP100355.1	3058
CP100355.1_2285	478	SUPERFAMILY	DNA/RNA polymerases	19	273	2.76e-65	CP100355.1	2285
CP100355.1_2285	478	PANTHER	DNA REPAIR POLYMERASE UMUC / TRANSFERASE FAMILY MEMBER	15	447	4.9e-73	CP100355.1	2285
CP100355.1_2285	478	SUPERFAMILY	Lesion bypass DNA polymerase (Y-family), little finger domain	276	372	1.2e-15	CP100355.1	2285
CP100355.1_1531	282	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	11	103	1.32e-08	CP100355.1	1531
CP100355.1_2190	481	PANTHER	RAD25/XP-B DNA REPAIR HELICASE	60	480	4.8e-72	CP100355.1	2190
CP100355.1_2190	481	Pfam	ERCC3/RAD25/XPB C-terminal helicase	362	481	3.4e-16	CP100355.1	2190
CP100355.1_2190	481	Pfam	Xeroderma pigmentosum group B helicase damage recognition domain	12	75	2.5e-11	CP100355.1	2190
CP100355.1_2653	316	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	7	128	1.16e-06	CP100355.1	2653
CP100355.1_1118	239	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	155	228	5.21e-15	CP100355.1	1118
CP100355.1_1118	239	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	87	157	7.37e-08	CP100355.1	1118
CP100355.1_1027	732	Pfam	Helicase C-terminal domain	530	681	8.5e-24	CP100355.1	1027
CP100355.1_1027	732	PANTHER	DNA REPAIR DEAD HELICASE RAD3/XP-D SUBFAMILY MEMBER	17	683	2.1e-73	CP100355.1	1027
CP100355.1_1027	732	Gene3D	Bacterial XPD DNA helicase, FeS cluster domain	106	228	2.6e-64	CP100355.1	1027
CP100355.1_662	224	Pfam	HTH DNA binding domain	156	207	9e-18	CP100355.1	662
CP100355.1_1743	213	Pfam	HTH DNA binding domain	155	206	6.2e-18	CP100355.1	1743
CP100355.1_1743	213	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	155	207	1.05e-06	CP100355.1	1743
CP100355.1_2110	253	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	7	77	4.92e-14	CP100355.1	2110
CP100355.1_1328	415	NCBIfam	RNA-guided endonuclease TnpB family protein	11	371	1.9e-48	CP100355.1	1328
CP100355.1_1328	415	Pfam	Putative transposase DNA-binding domain	303	372	4.2e-20	CP100355.1	1328
CP100355.1_1096	291	FunFam	Probable endonuclease 4	2	291	1.6e-74	CP100355.1	1096
CP100355.1_1096	291	PANTHER	ENDONUCLEASE IV  ENDODEOXYRIBONUCLEASE IV	2	290	9.9e-73	CP100355.1	1096
CP100355.1_2553	163	Pfam	Putative transposase DNA-binding domain	39	106	2e-20	CP100355.1	2553
CP100355.1_3580	299	SUPERFAMILY	lambda repressor-like DNA-binding domains	16	53	7.6e-08	CP100355.1	3580
CP100355.1_1742	218	Pfam	HTH DNA binding domain	156	207	8e-18	CP100355.1	1742
CP100355.1_1360	300	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	90	4.3e-21	CP100355.1	1360
CP100355.1_1304	438	Pfam	Putative transposase DNA-binding domain	323	390	1.3e-20	CP100355.1	1304
CP100355.1_1304	438	NCBIfam	RNA-guided endonuclease TnpB family protein	9	390	1.9e-58	CP100355.1	1304
CP100355.1_1691	64	FunFam	DNA-directed RNA polymerase subunit N, putative	1	64	7e-33	CP100355.1	1691
CP100355.1_1691	64	PANTHER	DNA-DIRECTED RNA POLYMERASES I, II, AND III SUBUNIT RPABC5 FAMILY MEMBER	1	64	2.2e-21	CP100355.1	1691
CP100355.1_1691	64	Pfam	RNA polymerases N / 8 kDa subunit	2	59	3.5e-27	CP100355.1	1691
CP100355.1_1691	64	SUPERFAMILY	RNA polymerase subunit RPB10	1	64	3.14e-27	CP100355.1	1691
CP100355.1_3313	251	Pfam	HTH DNA binding domain	183	234	2.2e-16	CP100355.1	3313
CP100355.1_3283	93	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	21	92	5.4e-12	CP100355.1	3283
CP100355.1_362	123	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	22	115	7.18e-14	CP100355.1	362
CP100355.1_643	173	SUPERFAMILY	Restriction endonuclease-like	8	134	5.09e-30	CP100355.1	643
CP100355.1_1329	300	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	202	273	4.08e-15	CP100355.1	1329
CP100355.1_1846	263	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	13	106	2.64e-06	CP100355.1	1846
CP100355.1_345	490	PRINTS	DNA repair protein radA signature	17	45	1.5e-06	CP100355.1	345
CP100355.1_345	490	PRINTS	DNA repair protein radA signature	59	76	1.5e-06	CP100355.1	345
CP100355.1_3153	137	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	29	124	1.3e-18	CP100355.1	3153
CP100355.1_2293	91	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	88	3.1e-20	CP100355.1	2293
CP100355.1_7	258	Pfam	Putative transposase DNA-binding domain	147	173	4.3e-06	CP100355.1	7
CP100355.1_1291	418	NCBIfam	RNA-guided endonuclease TnpB family protein	60	362	8.2e-42	CP100355.1	1291
CP100355.1_1291	418	Pfam	Putative transposase DNA-binding domain	295	362	1.6e-21	CP100355.1	1291
CP101158.1_56	689	FunFam	DNA helicase	126	177	7.1e-09	CP101158.1	56
CP101158.1_56	689	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	8	648	2.5e-127	CP101158.1	56
CP101158.1_96	277	Pfam	HNH endonuclease	215	254	1.7e-10	CP101158.1	96
CP101158.1_68	342	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	260	330	3.27e-06	CP101158.1	68
CP101158.1_19	395	FunFam	ORC1-type DNA replication protein	195	287	2.7e-26	CP101158.1	19
CP101158.1_19	395	SMART	Cdc6_C_2	304	387	7.8e-17	CP101158.1	19
CP101158.1_19	395	Pfam	CDC6, C terminal winged helix domain	304	383	3.5e-19	CP101158.1	19
CP101158.1_19	395	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	289	387	1.09e-18	CP101158.1	19
CP101158.1_19	395	NCBIfam	orc1/cdc6 family replication initiation protein	12	376	4.1e-129	CP101158.1	19
CP101158.1_19	395	CDD	Cdc6_C	297	377	5.92957e-19	CP101158.1	19
CP101158.1_114	91	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	88	1.49e-16	CP101158.1	114
CP101158.1_31	181	Gene3D	Jelly Rolls	44	158	2.5e-13	CP101158.1	31
CP101158.1_111	713	Pfam	DNA polymerase family B	329	659	2.8e-24	CP101158.1	111
CP101158.1_111	713	PANTHER	DNA POLYMERASE CATALYTIC SUBUNIT	275	678	8e-54	CP101158.1	111
CP101158.1_111	713	SUPERFAMILY	DNA/RNA polymerases	295	697	1.67e-70	CP101158.1	111
CP101158.1_111	713	Gene3D	Palm domain of DNA polymerase	337	525	6.5e-52	CP101158.1	111
CP101158.1_60	88	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	72	9.76e-07	CP101158.1	60
CP101161.1_3298	111	Gene3D	Jelly Rolls	18	111	2.4e-21	CP101161.1	3298
CP101161.1_1212	114	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	88	3.84e-13	CP101161.1	1212
CP101161.1_3038	94	SUPERFAMILY	lambda repressor-like DNA-binding domains	6	65	1.1e-14	CP101161.1	3038
CP101161.1_1510	162	Gene3D	Jelly Rolls	8	144	6.4e-29	CP101161.1	1510
CP101161.1_287	124	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	18	119	1.31e-27	CP101161.1	287
CP101161.1_3177	196	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	61	1.76e-14	CP101161.1	3177
CP101161.1_1155	582	Pfam	Helicase C-terminal domain	372	526	3.1e-22	CP101161.1	1155
CP101161.1_1155	582	PANTHER	DNA REPAIR DEAD HELICASE RAD3/XP-D SUBFAMILY MEMBER	245	530	1.9e-32	CP101161.1	1155
CP101161.1_1240	124	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	16	104	3.57e-10	CP101161.1	1240
CP101161.1_1301	871	SUPERFAMILY	DNA repair protein MutS, domain I	14	125	3.4e-36	CP101161.1	1301
CP101161.1_1301	871	SUPERFAMILY	DNA repair protein MutS, domain III	273	573	4.58e-88	CP101161.1	1301
CP101161.1_1301	871	NCBIfam	DNA mismatch repair protein MutS	18	866	0	CP101161.1	1301
CP101161.1_1301	871	Gene3D	DNA repair protein MutS, domain I	9	131	9.9e-40	CP101161.1	1301
CP101161.1_1301	871	PANTHER	DNA MISMATCH REPAIR PROTEIN MUTS FAMILY MEMBER	34	814	0	CP101161.1	1301
CP101161.1_1301	871	SUPERFAMILY	DNA repair protein MutS, domain II	124	272	6.8e-25	CP101161.1	1301
CP101161.1_2408	219	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	40	137	3.9e-18	CP101161.1	2408
CP101161.1_2314	137	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	1	53	3.51e-14	CP101161.1	2314
CP101161.1_335	216	Pfam	HTH DNA binding domain	159	210	1.8e-17	CP101161.1	335
CP101161.1_1187	609	Pfam	Endonuclease/Exonuclease/phosphatase family	387	599	5e-17	CP101161.1	1187
CP101161.1_1187	609	Gene3D	Endonuclease/exonuclease/phosphatase	382	608	5.9e-48	CP101161.1	1187
CP101161.1_1458	215	Pfam	HTH DNA binding domain	158	209	2.2e-10	CP101161.1	1458
CP101161.1_242	578	Gene3D	Beta Polymerase, domain 2	157	258	1.7e-27	CP101161.1	242
CP101161.1_242	578	PRINTS	DNA-polymerase family X pol beta-like signature	60	77	9.1e-07	CP101161.1	242
CP101161.1_242	578	PRINTS	DNA-polymerase family X pol beta-like signature	237	245	9.1e-07	CP101161.1	242
CP101161.1_242	578	PRINTS	DNA-polymerase family X pol beta-like signature	252	259	9.1e-07	CP101161.1	242
CP101161.1_242	578	PRINTS	DNA-polymerase family X pol beta-like signature	306	323	9.1e-07	CP101161.1	242
CP101161.1_242	578	Pfam	DNA polymerase beta thumb	252	324	2.5e-18	CP101161.1	242
CP101161.1_242	578	SUPERFAMILY	DNA polymerase beta, N-terminal domain-like	4	83	1.02e-14	CP101161.1	242
CP101161.1_242	578	Gene3D	DNA polymerase, thumb domain	259	335	7e-22	CP101161.1	242
CP101161.1_1389	95	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	11	77	1.16e-09	CP101161.1	1389
CP101161.1_939	685	Pfam	Helicase conserved C-terminal domain	448	557	2.5e-16	CP101161.1	939
CP101161.1_1993	297	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	200	271	2.45e-16	CP101161.1	1993
CP101161.1_3431	188	Pfam	HTH DNA binding domain	16	66	5.5e-12	CP101161.1	3431
CP101161.1_3431	188	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	86	180	1.31e-07	CP101161.1	3431
CP101161.1_3829	438	NCBIfam	DNA double-strand break repair protein Mre11	7	371	2.6e-192	CP101161.1	3829
CP101161.1_1758	222	Pfam	HNH endonuclease	118	169	1.2e-09	CP101161.1	1758
CP101161.1_1308	302	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	90	1.06e-17	CP101161.1	1308
CP101161.1_250	622	Pfam	HTH DNA binding domain	564	615	2e-18	CP101161.1	250
CP101161.1_2994	290	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	17	104	1.11e-08	CP101161.1	2994
CP101161.1_733	479	Pfam	Replication protein A OB domain	277	342	1.5e-07	CP101161.1	733
CP101161.1_812	222	Pfam	HTH DNA binding domain	157	208	1.5e-16	CP101161.1	812
CP101161.1_3628	625	Pfam	Helicase HerA, central domain	224	488	2.7e-09	CP101161.1	3628
CP101161.1_2310	235	Pfam	HTH DNA binding domain	182	233	5e-18	CP101161.1	2310
CP101161.1_2056	445	PANTHER	DNA PRIMASE	9	60	9.4e-41	CP101161.1	2056
CP101161.1_2056	445	SUPERFAMILY	DNA primase core	154	222	4.45e-09	CP101161.1	2056
CP101161.1_2056	445	CDD	TOPRIM_primases	167	242	2.22855e-10	CP101161.1	2056
CP101161.1_3671	332	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	1	83	3.85e-14	CP101161.1	3671
CP101161.1_123	201	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	26	119	8.24e-17	CP101161.1	123
CP101161.1_1360	201	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	10	93	2.7e-09	CP101161.1	1360
CP101161.1_536	698	FunFam	DNA replication licensing factor (Mcm)	614	698	2.4e-30	CP101161.1	536
CP101161.1_536	698	FunFam	Replicative DNA helicase Mcm	256	614	0	CP101161.1	536
CP101161.1_536	698	FunFam	DNA helicase	126	175	1.4e-11	CP101161.1	536
CP101161.1_536	698	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	7	665	0	CP101161.1	536
CP101161.1_506	214	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	144	212	1.46e-06	CP101161.1	506
CP101161.1_506	214	Pfam	HTH DNA binding domain	156	207	4.3e-17	CP101161.1	506
CP101161.1_979	822	Pfam	Helicase conserved C-terminal domain	361	472	3.6e-21	CP101161.1	979
CP101161.1_979	822	Gene3D	hef helicase domain	224	346	6.1e-33	CP101161.1	979
CP101161.1_979	822	SUPERFAMILY	Restriction endonuclease-like	608	740	2.17e-27	CP101161.1	979
